nome,uc,municipio_uc,latitude_uc,longitude_uc,macroregiao,regional
SDT-APA-97587826-JVG PARTICIPACOES E ORGANIZACAO DE GESTAO PATRIMONIAL S A,97587826,APUCARANA,-23.57065,-51.42981,SDT,APA
SDT-LNA-96072008-LOJAS AMERICANAS S A,96072008,CAMBE,-23.27711,-51.27973,SDT,LNA
SDN-PVI-102950741-IND E COM FARINHA ORTIZ LTDA,102950741,ALTO PARANA,-23.10174,-52.3751,SDN,PVI
SDC-TEL-105186775-MADEIREIRA CRISTINA LTDA,105186775,SAPOPEMA,-23.9283,-50.55765,SDC,TEL
SDC-PGO-102323356-BIOFRAGANE PRODUTOS QUIMICOS LTDA,102323356,PONTA GROSSA,-25.1721,-50.09008,SDC,PGO
SDT-CPO-93500980-SERVICO AUTONOMO DE AGUA E ESGOTO,93500980,BANDEIRANTES,-23.09305,-50.37596,SDT,CPO
SDL-LIT-47569239-SUPERMERCADO PONTALAO LTDA,47569239,PONTAL DO PARANA,-25.58117,-48.36222,SDL,LIT
SDO-CEL-94664234-CAIUA TRANSMISSORA DE ENERGIA S A,94664234,CASCAVEL,-24.88359,-53.44786,SDO,CEL
SDC-UVI-18545580-INDUSTRIAS ROCCO LTDA,18545580,CRUZ MACHADO,-25.94148,-51.26158,SDC,UVI
SDO-TDO-9921303-COPACOL COOPERATIVA AGROINDUSTRIAL CONSOLATA,9921303,JESUITAS,-24.3879,-53.38378,SDO,TDO
SDL-SJP-93321880-HAMILTON BASSANI,93321880,BALSA NOVA,-25.50878,-49.67179,SDL,SJP
SDL-SJP-96311711-BEST BLOCK ARTEFATOS DE CONCRETO LTDA,96311711,BALSA NOVA,-25.47115,-49.60942,SDL,SJP
SDN-CMO-91670942-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,91670942,ENGENHEIRO BELTRAO,-23.78764,-52.25955,SDN,CMO
SDT-LNA-95565973-PLASMETAL INDUSTRIA E COMERCIO DE ACESSORIOS PARA CORTINAS - EI,95565973,LONDRINA,-23.29142,-51.13609,SDT,LNA
SDO-TDO-97168980-CESAR LUIS SCHERER,97168980,GUAIRA,-24.26261,-54.17148,SDO,TDO
SDO-TDO-97244333-15A COMPANHIA DE INFANTARIA MOTORIZADA,97244333,GUAIRA,-24.08469,-54.26451,SDO,TDO
SDC-TEL-95837760-PATRICK ALBERTI EIRELI,95837760,CURIUVA,-24.03366,-50.45068,SDC,TEL
SDN-PVI-42813930-CERAMICA VALSAN LTDA EPP,42813930,SAO CARLOS DO IVAI,-23.32348,-52.4747,SDN,PVI
SDT-CPO-96015543-F M MAZOTI LTDA EPP,96015543,JOAQUIM TAVORA,-23.49302,-49.93087,SDT,CPO
SDN-UMU-84713500-MARCILIO LOPES DA SILVA GALVAO INDUSTRIA ME,84713500,CIANORTE,-23.65739,-52.55054,SDN,UMU
SDO-TDO-69614989-COAMO AGROINDUSTRIAL COOPERATIVA,69614989,TOLEDO,-24.57542,-53.8065,SDO,TDO
SDT-APA-84557702-BRAZILIAN OLEOCHEMICAL LTDA,84557702,ARAPONGAS,-23.38497,-51.42521,SDT,APA
SDN-CMO-96064781-GILSON CARLOS ROSINA,96064781,BARBOSA FERRAZ,-24.18073,-52.22564,SDN,CMO
SDO-FBL-70129410-COASUL COOPERATIVA AGROINDUSTRIAL,70129410,NOVA PRATA DO IGUACU,-25.62615,-53.34459,SDO,FBL
SDL-SJP-38617455-ALDEIA EMPREENDIMENTOS S A,38617455,SAO JOSE DOS PINHAIS,-25.5257,-49.19055,SDL,SJP
SDL-SJP-7384807-ARAUCO DO BRASIL S A,7384807,ARAUCARIA,-25.55211,-49.36863,SDL,SJP
SDO-CEL-39293963-COPACOL COOPERATIVA AGROINDUSTRIAL CONSOLATA,39293963,NOVA AURORA,-24.56885,-53.37834,SDO,CEL
SDN-MGA-19452713-ROMAGNOLE PRODUTOS ELETRICOS SA,19452713,MANDAGUARI,-23.51249,-51.70054,SDN,MGA
SDC-PGO-93528795-CARGILL AGRICOLA S A,93528795,CASTRO,-24.78123,-49.87116,SDC,PGO
SDL-CTA-97343269-E S R COMERCIO DE METAIS EIRELI,97343269,CURITIBA,-25.49947,-49.33163,SDL,CTA
SDN-CMO-15158241-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,15158241,BOA ESPERANCA,-24.24806,-52.79135,SDN,CMO
SDO-TDO-59597828-M L BEDIN CIA LTDA EPP,59597828,ASSIS CHATEAUBRIAND,-24.39797,-53.54186,SDO,TDO
SDL-CTA-70918830-IRMAOS MUFFATO CIA LTDA,70918830,CURITIBA,-25.48352,-49.24746,SDL,CTA
SDN-UMU-42085390-AMAFIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,42085390,ALTONIA,-23.92318,-53.85198,SDN,UMU
SDO-FOZ-100758495-DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S A,100758495,FOZ DO IGUACU,-25.56818,-54.55717,SDO,FOZ
SDN-CMO-85866318-COAMO AGROINDUSTRIAL COOPERATIVA,85866318,MAMBORE,-24.31786,-52.5387,SDN,CMO
SDT-APA-27949362-TONDATO ALIMENTOS LTDA,27949362,LOBATO,-23.00407,-51.94377,SDT,APA
SDC-PGO-97792853-SCHIRLO E SCHIRLO LTDA ME,97792853,PONTA GROSSA,-25.06765,-50.20728,SDC,PGO
SDN-UMU-66816700-PARANA TRIBUNAL DE JUSTICA,66816700,UMUARAMA,-23.76003,-53.31264,SDN,UMU
SDT-LNA-46414070-AGRICOLA JANDELLE S A,46414070,ROLANDIA,-23.34913,-51.38828,SDT,LNA
SDL-CBN-42444063-AGUA MINERAL FRESCALE LTDA,42444063,ALMIRANTE TAMANDARE,-25.33558,-49.33881,SDL,CBN
SDL-SJP-95495576-DOM RICARDO HOTEL LTDA,95495576,SAO JOSE DOS PINHAIS,-25.53375,-49.19103,SDL,SJP
SDN-PVI-44968094-FECULARIA LOPES LTDA,44968094,NOVA LONDRINA,-22.80117,-52.98948,SDN,PVI
SDO-TDO-97489743-VILMAR FULBER,97489743,GUAIRA,-24.26406,-54.17658,SDO,TDO
SDC-IRT-79717004-WILSON RICKLI,79717004,PINHAO,-25.6949,-51.94092,SDC,IRT
SDN-UMU-103169547-DIEGO DANILO BORIN,103169547,FRANCISCO ALVES,-24.11759,-53.84942,SDN,UMU
SDC-IRT-95993274-ARAUPEL S.A.,95993274,GUARAPUAVA,-25.32343,-51.50235,SDC,IRT
SDC-UVI-86579924-SUPERMERCADO FRANCO LTDA,86579924,PALMEIRA,-25.42266,-49.99658,SDC,UVI
SDN-MGA-45514666-PIOVESAN E ENUMO LTDA,45514666,PAICANDU,-23.46439,-52.04921,SDN,MGA
SDL-CTA-98176080-CENTRO EMPRESARIAL JOAO GUALBERTO 1000,98176080,CURITIBA,-25.4184,-49.26274,SDL,CTA
SDN-PVI-59763965-ERALDO RAMILDE,59763965,SANTA CRUZ DE MONTE CASTELO,-23.23599,-53.37028,SDN,PVI
SDO-CEL-96665220-EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,96665220,CASCAVEL,-24.96097,-53.4544,SDO,CEL
SDC-PGO-97878375-SUPERMERCADOS RICKLI LTDA,97878375,JAGUARIAIVA,-24.25356,-49.71255,SDC,PGO
SDO-FBL-96124148-C N PICINATTO E CIA LTDA,96124148,DOIS VIZINHOS,-25.72552,-53.1076,SDO,FBL
SDT-LNA-100700730-C F EMBALAGENS LTDA,100700730,CAMBE,-23.31204,-51.23684,SDT,LNA
SDN-UMU-17073057-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,17073057,RONDON,-23.39224,-52.77086,SDN,UMU
SDL-SJP-96427728-GERIS INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE ACESSORIOS ,96427728,ARAUCARIA,-25.51892,-49.34801,SDL,SJP
SDO-TDO-44368135-SHOPPING PANAMBI,44368135,TOLEDO,-24.72071,-53.74415,SDO,TDO
SDN-MGA-66677025-AGUAS DE SARANDI SERVICO MUNICIPAL DE SANEAMENTO AMBIENTAL,66677025,SARANDI,-23.4282,-51.86942,SDN,MGA
SDN-PVI-70473641-GONCALVES & TORTOLA S/A - EM RECUPERACAO JUDICIAL,70473641,MIRADOR,-23.1749,-52.73283,SDN,PVI
SDL-CTA-93689560-TALMAX PRODUTOS DE PROTESE DENTARIA LTDA,93689560,CURITIBA,-25.44195,-49.36652,SDL,CTA
SDO-CEL-100832873-ZIELINSKI E CIA LTDA,100832873,BRAGANEY,-24.82844,-53.11996,SDO,CEL
SDO-FBL-98693654-ASSOCIACAO REGIONAL DE SAUDE DO SUDOESTE,98693654,FRANCISCO BELTRAO,-26.11154,-53.03714,SDO,FBL
SDO-FBL-98122452-PAGNUSSAT E MARAFON LTDA ME,98122452,SAO JORGE DOESTE,-25.7069,-52.92144,SDO,FBL
SDC-UVI-38598434-SUPERMERCADO SUPERPAO LTDA,38598434,UNIAO DA VITORIA,-26.23665,-51.09024,SDC,UVI
SDC-PGO-99395576-CESCAGE CENTRO DE ENSINO SUPERIOR DOS CAMPOS GERAIS ME,99395576,PONTA GROSSA,-25.09272,-50.16316,SDC,PGO
SDN-UMU-98660314-ALIMENTICIOS POLPETA LTDA EPP,98660314,SAO TOME,-23.53664,-52.59032,SDN,UMU
SDC-IRT-98249193-MUNICIPIO DE IMBITUVA,98249193,IMBITUVA,-25.22045,-50.59804,SDC,IRT
SDC-PGO-99751160-IGOR BATISTA ROSAS,99751160,PONTA GROSSA,-25.12073,-50.30242,SDC,PGO
SDC-UVI-92572138-MARCOS DE FIGUEIREDO PIRES,92572138,SAO MATEUS DO SUL,-25.94585,-50.40519,SDC,UVI
SDL-SJP-50452363-POLICLINICA FAZENDA RIO GRANDE LTDA,50452363,FAZENDA RIO GRANDE,-25.644,-49.31441,SDL,SJP
SDT-LNA-67121411-STUMPF IND E COM DE ACUMULADORES ELETRICOS LTDA EPP,67121411,LONDRINA,-23.28925,-51.13433,SDT,LNA
SDT-CPO-97520004-MUNICIPIO DE WENCESLAU BRAZ,97520004,WENCESLAU BRAZ,-23.88523,-49.81475,SDT,CPO
SDL-CTA-98676210-J C CARNELOS COMERCIO DE MADEIRAS EIRELI ME,98676210,CURITIBA,-25.51242,-49.28666,SDL,CTA
SDN-UMU-98154443-ALBINO VALLER,98154443,ALTO PIQUIRI,-24.19292,-53.34391,SDN,UMU
SDO-CEL-97516112-COOPERATIVA DE PRODUTOS DE LEITE DE VIRMOND COLERVI,97516112,VIRMOND,-25.36921,-52.22147,SDO,CEL
SDL-CBN-25579126-UNIVERSIDADE FEDERAL DO PARANA,25579126,PINHAIS,-25.38809,-49.14015,SDL,CBN
SDT-LNA-98600176-PRIXX VEICULOS LTDA,98600176,LONDRINA,-23.29783,-51.20031,SDT,LNA
SDT-APA-100045570-THECNOPLAST ARTEFATOS PLASTICOS LTDA,100045570,ARAPONGAS,-23.37011,-51.41026,SDT,APA
SDC-PGO-100173659-ARMANDO DE PAULA CARVALHO FILHO,100173659,CASTRO,-24.73028,-49.75946,SDC,PGO
SDT-CPO-100581110-BOCCHI AGRONEGOCIOS E CIA LTDA,100581110,WENCESLAU BRAZ,-23.84854,-49.79243,SDT,CPO
SDT-CPO-44303262-FAZENDA SANTA CRUZ LTDA,44303262,LEOPOLIS,-22.92138,-50.68291,SDT,CPO
SDT-APA-97518867-NOBLE INDUSTRIA DE MOVEIS EIRELI,97518867,ARAPONGAS,-23.46053,-51.42925,SDT,APA
SDO-FBL-102922640-SUDOESTE INDUSTRIA E COMERCIO DE ACOS LTDA,102922640,FRANCISCO BELTRAO,-26.06208,-53.04075,SDO,FBL
SDO-FBL-44951310-CRESTANI E FILHOS LTDA,44951310,FRANCISCO BELTRAO,-26.07497,-53.05466,SDO,FBL
SDT-LNA-97619922-INNOVARE QUIMICA DO BRASIL LTDA,97619922,IBIPORA,-23.22133,-51.05423,SDT,LNA
SDL-CTA-96235608-CAMPOS SALES EMPREENDIMENTOS IMOBILIARIOS LTDA,96235608,CURITIBA,-25.41085,-49.25861,SDL,CTA
SDC-TEL-65908120-MADVEI LTDA,65908120,RESERVA,-24.66983,-50.84363,SDC,TEL
SDL-CTA-28711238-ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO,28711238,CURITIBA,-25.44405,-49.27636,SDL,CTA
SDL-CTA-104570253-CONDOR SUPER CENTER LTDA,104570253,CURITIBA,-25.47059,-49.26313,SDL,CTA
SDT-LNA-101324510-BASF SA,101324510,IBIPORA,-23.19789,-51.07035,SDT,LNA
SDO-PTO-10015442-COAMO AGROINDUSTRIAL COOPERATIVA,10015442,MANGUEIRINHA,-25.94389,-52.18491,SDO,PTO
SDL-CBN-103149180-FIBRA INDUSTRIA COMERCIO E IMPORTACAO LTDA,103149180,PINHAIS,-25.41254,-49.19615,SDL,CBN
SDO-TDO-64424022-SONHO MAGICO INDUSTRIA E COMERCIO DE ROUPAS LTDA,64424022,TERRA ROXA,-24.16912,-54.1,SDO,TDO
SDL-CBN-62226720-MULTI OPTICA DISTRIBUIDORA LTDA,62226720,PINHAIS,-25.41266,-49.19167,SDL,CBN
SDN-MGA-58164804-COCAMAR COOPERATIVA AGROINDUSTRIAL,58164804,MARIALVA,-23.50192,-51.78138,SDN,MGA
SDN-MGA-101071213-CARMEL INDUSTRIA E COMERCIO DE SOBREMESAS LTDA,101071213,MARINGA,-23.41724,-51.98876,SDN,MGA
SDC-PGO-32519745-SOCER RB INDUSTRIA E COMERCIO LTDA,32519745,SENGES,-24.10024,-49.45311,SDC,PGO
SDO-CEL-52044661-COOPERATIVA AGROPECUARIA CANDOI,52044661,CANDOI,-25.55464,-52.03305,SDO,CEL
SDC-UVI-101242425-COOPERATIVA AGROINDUSTRIAL BOM JESUS,101242425,SAO JOAO DO TRIUNFO,-25.6949,-50.34269,SDC,UVI
SDL-CTA-104325640-CONDOR SUPER CENTER LTDA,104325640,CURITIBA,-25.51708,-49.25626,SDL,CTA
SDL-CTA-105276359-CEDO DIAGNOSTICO POR IMAGEM LTDA,105276359,CURITIBA,-25.42858,-49.25904,SDL,CTA
SDL-CBN-94783675-MINERACAO RIO BRANCO DO SUL LTDA,94783675,RIO BRANCO DO SUL,-25.16961,-49.27208,SDL,CBN
SDN-MGA-62659553-NOMA INDUSTRIA E COMERCIO DE IMPLEMENTOS RODOVIARIOS LTDA,62659553,SARANDI,-23.43236,-51.88422,SDN,MGA
SDT-LNA-66190193-IRMAOS MUFFATO CIA LTDA,66190193,LONDRINA,-23.3207,-51.16302,SDT,LNA
SDT-APA-69405751-BLUE OCEAN CONFECCOES S.A.,69405751,APUCARANA,-23.54928,-51.47017,SDT,APA
SDC-PGO-103094318-ZANTARA UTILIDADES DOMESTICAS E PRESENTES LTDA,103094318,PONTA GROSSA,-25.09436,-50.15783,SDC,PGO
SDT-CPO-100267815-MUNICIPIO DE CAMBARA,100267815,CAMBARA,-23.02921,-50.08499,SDT,CPO
SDO-CEL-94697450-P V SUPERMERCADO EIRELI,94697450,SANTA TEREZA DO OESTE,-25.05125,-53.61506,SDO,CEL
SDT-APA-98598945-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,98598945,APUCARANA,-23.57025,-51.47512,SDT,APA
SDL-SJP-91973384-MUNICIPIO DE SAO JOSE DOS PINHAIS,91973384,SAO JOSE DOS PINHAIS,-25.50084,-49.14876,SDL,SJP
SDL-CTA-104305746-WZX ADMINISTRADORA DE BENS S/A,104305746,CURITIBA,-25.51237,-49.22094,SDL,CTA
SDL-CTA-104090952-ICARO AG7 SPE EMPREENDIMENTOS IMOBILIARIOS LTDA,104090952,CURITIBA,-25.40556,-49.24806,SDL,CTA
SDO-FBL-102569916-FABRICA DE LUMINARIAS ACCORD EIRELI,102569916,DOIS VIZINHOS,-25.78677,-53.02035,SDO,FBL
SDN-MGA-103056653-CIAV COMERCIO DE VEICULOS IMPORTADOS LTDA,103056653,MARINGA,-23.42317,-51.91283,SDN,MGA
SDN-MGA-100889689-E ENERGY INDUSTRIA DE PRODUTOS MAGNETICOS LTDA,100889689,MARINGA,-23.37783,-51.94497,SDN,MGA
SDO-FBL-97451614-J FAVIN E CIA LTDA,97451614,DOIS VIZINHOS,-25.7545,-53.05927,SDO,FBL
SDO-FBL-101530200-BRUNO CARLOS ROSA BONACOLSA,101530200,AMPERE,-25.92851,-53.48313,SDO,FBL
SDN-MGA-102501130-CONEPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,102501130,MANDAGUACU,-23.34164,-52.08853,SDN,MGA
SDC-PGO-100643434-GEERT ALFONS GERMAIN DEWULF,100643434,PONTA GROSSA,-25.15277,-49.98526,SDC,PGO
SDC-PGO-100355412-PRIOTTO E CIA LTDA,100355412,CASTRO,-24.80931,-50.0013,SDC,PGO
SDL-CBN-101235011-SUPER GNV COMERCIO DE GAS VEICULAR LTDA,101235011,PINHAIS,-25.43198,-49.19223,SDL,CBN
SDO-TDO-101311192-ASSOCIACAO COMERCIAL EMPRESARIAL DE MARECHAL CANDIDO RONDON AC,101311192,MARECHAL CANDIDO RONDON,-24.56858,-54.04277,SDO,TDO
SDL-LIT-100475680-ASSOCIACAO DA VILA MILITAR,100475680,PONTAL DO PARANA,-25.61988,-48.41745,SDL,LIT
SDN-MGA-102241902-IRMAOS MUFFATO CIA LTDA,102241902,MARINGA,-23.41616,-51.93466,SDN,MGA
SDN-MGA-102746010-MUNICIPIO DE MARINGA,102746010,MARINGA,-23.41021,-51.87509,SDN,MGA
SDL-CTA-100991319-RITMO LOGISTICA S A,100991319,CURITIBA,-25.50804,-49.33184,SDL,CTA
SDO-FBL-70241899-FISTAROL E CIA LTDA,70241899,NOVA PRATA DO IGUACU,-25.6149,-53.3531,SDO,FBL
SDN-UMU-103513671-RICARDO PALUDO,103513671,IPORA,-24.0833,-53.77829,SDN,UMU
SDN-UMU-102382417-SOCIEDADE EDUCACIONAL GERACAO CIMA S S LTDA,102382417,UMUARAMA,-23.75556,-53.32336,SDN,UMU
SDO-TDO-100855903-FRIMESA COOPERATIVA CENTRAL,100855903,MARECHAL CANDIDO RONDON,-24.57853,-54.03765,SDO,TDO
SDO-CEL-100357610-CSP ORTOPEDIA E TRAUMATOLOGIA LTDA EPP,100357610,CASCAVEL,-24.96019,-53.46447,SDO,CEL
SDO-CEL-97843571-VLADIMIR BARBIERI ME,97843571,CASCAVEL,-25.0672,-53.21598,SDO,CEL
SDO-CEL-100386016-ASSOCIACAO ATLETICA COMERCIAL,100386016,CASCAVEL,-24.92788,-53.43227,SDO,CEL
SDO-CEL-100053084-CEREALISTA LOTICI LTDA,100053084,CAPITAO LEONIDAS MARQUES,-25.47479,-53.61143,SDO,CEL
SDL-SJP-102469903-SIND TRABS INDS METAL MEC MAT ELET DA GRANDE CURITIBA,102469903,SAO JOSE DOS PINHAIS,-25.63283,-49.17979,SDL,SJP
SDT-LNA-102551928-M A SOARES COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,102551928,LONDRINA,-23.33911,-51.13891,SDT,LNA
SDT-CPO-104616890-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,104616890,WENCESLAU BRAZ,-23.89172,-49.80965,SDT,CPO
SDO-CEL-75271729-INDUSTRIA DE MOVEIS JACOBSEN LTDA ME,75271729,CASCAVEL,-25.00176,-53.52915,SDO,CEL
SDN-PVI-98248154-INDUSTRIA E COMERCIO DE METAIS AGUIA LTDA EPP,98248154,MARILENA,-22.76687,-53.10006,SDN,PVI
SDT-CPO-100797113-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,100797113,CARLOPOLIS,-23.43339,-49.71546,SDT,CPO
SDC-IRT-101893558-PCH BV II GERACAO DE ENERGIA LTDA,101893558,TURVO,-24.9338,-51.38707,SDC,IRT
SDC-PGO-102036500-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,102036500,PONTA GROSSA,-25.06964,-50.1833,SDC,PGO
SDN-PVI-94650977-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,94650977,PARAISO DO NORTE,-23.29029,-52.59228,SDN,PVI
SDO-CEL-103992162-COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,103992162,CAFELANDIA,-24.62957,-53.33668,SDO,CEL
SDT-LNA-77649613-JOSE CARLOS GOMES PACHECO,77649613,ROLANDIA,-23.27902,-51.5226,SDT,LNA
SDT-APA-95822615-SRA CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,95822615,APUCARANA,-23.55363,-51.45799,SDT,APA
SDT-LNA-102633339-SERVICO AUTONOMO DE AGUA E ESGOTO,102633339,SERTANOPOLIS,-23.04126,-51.02542,SDT,LNA
SDT-APA-92080677-ADF EMPRESAS REUNIDAS LTDA,92080677,SABAUDIA,-23.33242,-51.52497,SDT,APA
SDC-IRT-48482897-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,48482897,IRATI,-25.4573,-50.62713,SDC,IRT
SDL-SJP-104031930-TACHI-S BRASIL INDUSTRIA DE ASSENTOS AUTOMOTIVOS LTDA,104031930,SAO JOSE DOS PINHAIS,-25.52347,-49.12317,SDL,SJP
SDN-MGA-104623195-ATACADAO S A,104623195,MARINGA,-23.43558,-51.88702,SDN,MGA
SDC-PGO-98175319-ROBERTO ARI DE CASTRO GREIDANUS,98175319,CARAMBEI,-24.96391,-50.03002,SDC,PGO
SDC-UVI-69571473-INBRAPINUS INDUSTRIA BRASILEIRA DE PINUS LTDA,69571473,BITURUNA,-26.16085,-51.53464,SDC,UVI
SDC-IRT-104781602-SERGIO ROBERTO VEIT,104781602,CAMPINA DO SIMAO,-25.19518,-51.67661,SDC,IRT
SDN-MGA-97046108-ELLOFLEX EMBALAGENS LTDA,97046108,MARIALVA,-23.46822,-51.82809,SDN,MGA
SDL-CTA-104360968-EXPRESSO 3300 TRANSPORTE LOGISTICA E ARMAZENAGEM LTDA,104360968,CURITIBA,-25.46878,-49.35698,SDL,CTA
SDO-PTO-103298452-RODRIGO ANDRE ROTTA,103298452,MARIOPOLIS,-26.34254,-52.49924,SDO,PTO
SDO-CEL-23730331-COPACOL COOPERATIVA AGROINDUSTRIAL CONSOLATA,23730331,NOVA AURORA,-24.51596,-53.26942,SDO,CEL
SDO-TDO-103617485-BARAVIERA JARABIZA CRUZ E CIA LTDA,103617485,TOLEDO,-24.73242,-53.74302,SDO,TDO
SDN-PVI-105281247-REGINATO PERICLES BAGGIO,105281247,SAO CARLOS DO IVAI,-23.38759,-52.45505,SDN,PVI
SDT-APA-103473424-MAXINUTRI LABORATORIO NUTRACEUTICO EIRELI,103473424,ARAPONGAS,-23.37055,-51.41794,SDT,APA
SDN-PVI-94436398-MARCOS FAVORETTO,94436398,SANTA CRUZ DE MONTE CASTELO,-23.09636,-53.44814,SDN,PVI
SDO-CEL-103941185-COOP DE CREDITO E INV DE LIVRE ADM VANGUARDA DA REG DAS CATARA,103941185,CASCAVEL,-24.97626,-53.45471,SDO,CEL
SDN-PVI-104713615-FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANA LTDA,104713615,PARANAVAI,-23.03945,-52.47697,SDN,PVI
SDO-CEL-56795947-ROBERTO CARLOS CAPRINI EIRELI EPP,56795947,LARANJEIRAS DO SUL,-25.44152,-52.45998,SDO,CEL
SDC-PGO-97264717-CASTROLANDA COOPERATIVA AGROINDUSTRIAL LTDA,97264717,CASTRO,-24.71617,-49.99528,SDC,PGO
SDC-PGO-103283560-MASTER CARGAS BRASIL LTDA,103283560,PONTA GROSSA,-25.18798,-50.0986,SDC,PGO
SDL-SJP-104946237-J M S INDUSTRIA E COMERCIO - EIRELI,104946237,SAO JOSE DOS PINHAIS,-25.51708,-49.18454,SDL,SJP
SDL-CBN-81312431-PARANAGRAN INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,81312431,ALMIRANTE TAMANDARE,-25.30282,-49.30362,SDL,CBN
SDN-MGA-105060038-VITORIA EMPREENDIMENTOS LTDA,105060038,MARINGA,-23.44461,-51.95451,SDN,MGA
SDL-SJP-105151637-HAVAN LOJAS DE DEPARTAMENTOS LTDA,105151637,FAZENDA RIO GRANDE,-25.65465,-49.31277,SDL,SJP
SDT-LNA-104465867-GONT SERVICOS MEDICOS LTDA,104465867,LONDRINA,-23.32683,-51.15694,SDT,LNA
SDN-MGA-32595921-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,32595921,ITAMBE,-23.64159,-51.98444,SDN,MGA
SDN-MGA-84755105-MITRA ARQUIDIOCESANA DE MARINGA ARQUIDIOCESE DE MARINGA,84755105,MARINGA,-23.41178,-51.94091,SDN,MGA
SDN-UMU-105295531-REFLECTA GLASS INDUSTRIA E COMERCIO DE VIDROS LTDA,105295531,UMUARAMA,-23.8131,-53.31927,SDN,UMU
SDL-SJP-94681627-BOLT METAIS INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS E SAIS EI,94681627,CONTENDA,-25.68092,-49.52432,SDL,SJP
SDT-LNA-103819649-MRV ENGENHARIA E PARTICIPACOES SA,103819649,LONDRINA,-23.30575,-51.1114,SDT,LNA
SDL-CTA-102114200-E R B DISTRIBUIDORA E COMERCIAL DE PRODUTOS ALIMENTICIOS EIREL,102114200,CURITIBA,-25.55855,-49.25505,SDL,CTA
SDN-CMO-102875014-JULIA ADAM EMPRESA DE MINERACAO E AGUAS S A,102875014,IRETAMA,-24.28433,-52.1036,SDN,CMO
SDL-CBN-104114312-CRISTOVAO DA ROSA,104114312,COLOMBO,-25.47374,-49.23773,SDL,CBN
SDL-CBN-37388690-RUMO MALHA SUL S A,37388690,PIRAQUARA,-25.47229,-49.01133,SDL,CBN
SDN-MGA-77333403-BATISTA E IZEPE LTDA,77333403,MARINGA,-23.40188,-51.96056,SDN,MGA
SDO-FOZ-80614990-LAR COOPERATIVA AGROINDUSTRIAL,80614990,CEU AZUL,-25.14854,-53.84353,SDO,FOZ
SDT-LNA-23934891-CASA VISCARDI SA COMERCIO E IMPORTACAO,23934891,LONDRINA,-23.31443,-51.15216,SDT,LNA
SDT-LNA-78285216-ESTOK COMERCIO E REPRESENTACOES S A,78285216,LONDRINA,-23.33535,-51.18113,SDT,LNA
SDT-LNA-51741377-CASA VISCARDI SA COMERCIO E IMPORTACAO,51741377,LONDRINA,-23.32234,-51.16783,SDT,LNA
SDL-CTA-81838956-AUTO POSTO PATMOS LTDA,81838956,CURITIBA,-25.36361,-49.26293,SDL,CTA
SDN-MGA-99076691-UNIMOV INDUSTRIA DE MOBILIARIO LTDA,99076691,MARINGA,-23.44962,-51.9827,SDN,MGA
SDO-CEL-62606999-INDUSTRIA E COMERCIO DE AGUA MINERAL RADIANTE LTDA ME,62606999,GUARANIACU,-25.02571,-52.89233,SDO,CEL
SDL-CTA-40883280-MOVIMENTO ENCONTRAO,40883280,CURITIBA,-25.39315,-49.27861,SDL,CTA
SDL-SJP-85098280-A F P INDUSTRIA E COMERCIO DE PLASTICOS LTDA,85098280,SAO JOSE DOS PINHAIS,-25.52232,-49.20609,SDL,SJP
SDT-APA-46533354-FUNDO ESTADUAL DE SAUDE DO PARANA FUNSAUDE,46533354,APUCARANA,-23.55407,-51.46937,SDT,APA
SDT-LNA-29891965-FUNDO DE URBANIZACAO DE LONDRINA,29891965,LONDRINA,-23.45615,-51.05483,SDT,LNA
SDN-MGA-92561306-ASSOCIACAO ATLETICA BANCO DO BRASIL,92561306,MARINGA,-23.43631,-51.95649,SDN,MGA
SDO-CEL-61963607-COOPERATIVA DE PRODUTORES DE SEMENTES COPROSSEL,61963607,LARANJEIRAS DO SUL,-25.38043,-52.39426,SDO,CEL
SDO-FOZ-44507690-MUNICIPIO DE FOZ DO IGUACU,44507690,FOZ DO IGUACU,-25.54604,-54.5862,SDO,FOZ
